Number,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,ProductId,State,Market,Market Size,Product Type,Product,Type
3471,28,77,139,63,53,23,397,8,Missouri,Central,Small Market,Espresso,Caffe Latte,Regular
3472,47,184,314,133,140,120,705,9,Iowa,Central,Small Market,Espresso,Caffe Mocha,Regular
3473,73,87,154,68,32,22,587,2,New York,East,Major Market,Espresso,Decaf Espresso,Decaf
3474,22,33,55,22,16,6,865,3,California,West,Major Market,Espresso,Regular Espresso,Regular
3475,141,161,275,116,55,35,-1278,4,Missouri,Central,Small Market,Herbal Tea,Chamomile,Decaf
3476,14,25,41,16,14,4,484,5,California,West,Major Market,Herbal Tea,Lemon,Decaf
3477,142,172,283,114,64,37,810,6,Texas,South,Major Market,Herbal Tea,Mint,Decaf
3478,26,62,107,46,40,15,415,8,Nevada,West,Small Market,Tea,Darjeeling,Regular
3479,26,51,84,34,30,10,428,9,California,West,Major Market,Tea,Earl Grey,Regular
3480,345,367,672,311,109,96,1296,2,Illinois,Central,Major Market,Tea,Green Tea,Regular
3481,54,68,119,52,27,17,554,3,Iowa,Central,Small Market,Coffee,Amaretto,Regular
3482,41,79,130,52,46,17,-587,4,Texas,South,Major Market,Coffee,Columbian,Regular
3483,184,178,298,123,42,34,941,5,California,West,Major Market,Coffee,Decaf Irish Cream,Decaf
3484,145,145,243,100,37,28,598,6,Wisconsin,Central,Small Market,Espresso,Caffe Latte,Regular
3485,3,88,150,63,80,57,332,11,New York,East,Major Market,Espresso,Caffe Mocha,Regular
3486,26,60,104,45,38,14,253,12,New York,East,Major Market,Espresso,Decaf Espresso,Decaf
3487,-12,36,64,29,42,11,215,13,Colorado,Central,Major Market,Espresso,Regular Espresso,Regular
3488,68,90,150,61,38,19,322,8,Colorado,Central,Major Market,Herbal Tea,Chamomile,Decaf
3489,61,96,159,64,48,21,460,9,Florida,East,Major Market,Herbal Tea,Lemon,Decaf
3490,-57,19,138,120,56,37,1439,10,Ohio,Central,Major Market,Herbal Tea,Mint,Decaf
3491,33,60,109,50,33,15,1064,1,Florida,East,Major Market,Tea,Darjeeling,Regular
3492,21,56,97,42,38,13,384,2,California,West,Major Market,Tea,Earl Grey,Regular
3493,37,88,159,72,57,27,606,3,Florida,East,Major Market,Tea,Green Tea,Regular
3494,39,48,79,32,19,8,841,4,Illinois,Central,Major Market,Espresso,Caffe Latte,Regular
3495,86,99,174,77,34,25,581,5,Massachusetts,East,Major Market,Espresso,Caffe Mocha,Decaf
3496,39,49,82,34,20,9,890,6,Nevada,West,Small Market,Herbal Tea,Decaf Espresso,Regular
3497,184,178,298,123,42,34,941,11,Massachusetts,East,Major Market,Herbal Tea,Regular Espresso,Decaf
3498,145,145,243,100,37,28,598,12,Florida,East,Major Market,Herbal Tea,Chamomile,Decaf
3499,41,79,130,52,46,17,662,13,Utah,West,Small Market,Tea,Lemon,Decaf
3500,197,191,320,132,45,36,994,8,California,West,Major Market,Tea,Mint,Regular
3501,344,367,672,311,110,96,1296,9,Texas,South,Major Market,Tea,Darjeeling,Regular
3502,52,68,119,52,28,17,554,10,Florida,East,Major Market,Coffee,Earl Grey,Regular
3503,-192,-67,86,154,67,49,2105,1,Illinois,Central,Major Market,Coffee,Green Tea,Regular
3504,508,546,902,364,166,127,2617,2,Missouri,Central,Small Market,Coffee,Amaretto,Regular
3505,-189,-30,165,196,100,64,3139,3,Texas,South,Major Market,Espresso,Columbian,Decaf
3506,230,266,527,266,92,74,1797,4,California,West,Major Market,Espresso,Decaf Irish Cream,Regular
3507,69,239,408,173,176,156,927,5,Texas,South,Major Market,Espresso,Caffe Latte,Regular
3508,362,392,681,295,121,97,1714,6,California,West,Major Market,Espresso,Caffe Mocha,Decaf
3509,362,392,681,295,121,97,1714,11,Texas,South,Major Market,Herbal Tea,Decaf Espresso,Regular
3510,230,266,527,266,92,74,1797,12,New York,East,Major Market,Herbal Tea,Regular Espresso,Decaf
3511,-558,-284,21,284,131,107,5807,13,Illinois,Central,Major Market,Herbal Tea,Chamomile,Decaf
3512,68,239,408,173,177,156,927,8,Florida,East,Major Market,Tea,Lemon,Decaf
3513,225,271,463,196,100,64,1167,9,Massachusetts,East,Major Market,Tea,Mint,Regular
3514,207,222,373,154,67,49,817,10,California,West,Major Market,Tea,Darjeeling,Regular
3515,1,48,85,38,44,14,248,2,Connecticut,East,Small Market,Coffee,Amaretto,Regular
3516,22,49,89,41,31,12,1007,3,Florida,East,Major Market,Coffee,Columbian,Regular
3517,44,43,43,0,10,0,516,4,Texas,South,Major Market,Coffee,Decaf Irish Cream,Decaf
3518,26,38,62,25,18,7,851,5,Florida,East,Major Market,Espresso,Caffe Latte,Regular
3519,23,35,57,23,17,6,806,6,California,West,Major Market,Espresso,Caffe Mocha,Decaf
3520,12,25,41,16,15,4,484,11,New York,East,Major Market,Espresso,Decaf Espresso,Decaf
3521,144,172,283,114,63,37,810,12,Texas,South,Major Market,Espresso,Regular Espresso,Decaf
3522,141,161,275,116,55,35,678,13,California,West,Major Market,Herbal Tea,Chamomile,Regular
3523,26,37,61,25,17,7,826,8,New York,East,Major Market,Herbal Tea,Lemon,Regular
3524,73,87,154,68,32,22,587,9,Oklahoma,South,Small Market,Herbal Tea,Mint,Regular
3525,-15,52,88,37,59,33,513,1,Wisconsin,Central,Small Market,Tea,Darjeeling,Regular
3526,11,67,113,47,55,15,474,2,California,West,Major Market,Tea,Earl Grey,Regular
3527,26,51,84,34,30,10,428,3,Texas,South,Major Market,Tea,Green Tea,Decaf
3528,12,60,108,49,47,18,414,4,Ohio,Central,Major Market,Coffee,Amaretto,Regular
3529,26,62,107,46,40,15,415,5,Texas,South,Major Market,Coffee,Columbian,Regular
3530,112,146,288,145,60,40,1292,6,Florida,East,Major Market,Coffee,Decaf Irish Cream,Decaf
3531,58,79,125,47,34,14,366,11,California,West,Major Market,Espresso,Caffe Latte,Regular
3532,28,54,89,36,32,11,458,12,California,West,Major Market,Espresso,Caffe Mocha,Decaf
3533,-11,61,104,44,64,39,617,13,Florida,East,Major Market,Espresso,Decaf Espresso,Decaf
3534,104,135,223,90,56,29,1139,8,Texas,South,Major Market,Espresso,Regular Espresso,Decaf
3535,62,70,117,48,23,13,839,9,Connecticut,East,Small Market,Herbal Tea,Chamomile,Regular
3536,105,125,209,86,46,27,454,2,Colorado,Central,Major Market,Herbal Tea,Lemon,Regular
3537,47,184,314,133,140,120,705,3,Oregon,West,Small Market,Herbal Tea,Mint,Regular
3538,23,39,68,30,20,9,581,4,Texas,South,Major Market,Tea,Darjeeling,Regular
3539,28,77,139,63,53,23,397,5,Massachusetts,East,Major Market,Tea,Earl Grey,Decaf
3540,98,123,224,103,48,31,1073,6,Texas,South,Major Market,Tea,Green Tea,Regular
3541,129,155,330,155,68,43,1280,8,Louisiana,South,Small Market,Espresso,Caffe Latte,Decaf
3542,-3,74,134,52,76,47,509,9,Missouri,Central,Small Market,Espresso,Caffe Mocha,Decaf
3543,40,72,133,53,45,17,410,10,Oklahoma,South,Small Market,Herbal Tea,Decaf Espresso,Decaf
3544,10,57,109,45,50,17,409,11,New York,East,Major Market,Coffee,Amaretto,Regular
3545,37,62,120,51,37,15,1042,12,New Hampshire,East,Small Market,Coffee,Columbian,Regular
3546,70,79,149,61,32,20,579,13,New York,East,Major Market,Coffee,Decaf Irish Cream,Regular
3547,199,179,322,123,45,34,928,1,Wisconsin,Central,Small Market,Espresso,Caffe Latte,Regular
3548,62,74,141,58,32,19,548,2,Ohio,Central,Major Market,Espresso,Caffe Mocha,Regular
3549,157,145,261,100,39,28,981,3,Massachusetts,East,Major Market,Espresso,Decaf Espresso,Decaf
3550,125,118,212,81,34,22,588,5,Illinois,Central,Major Market,Espresso,Regular Espresso,Regular
3551,58,90,160,60,51,19,656,6,California,West,Major Market,Herbal Tea,Chamomile,Regular
3552,197,179,322,123,46,34,928,8,California,West,Major Market,Herbal Tea,Lemon,Decaf
3553,64,74,141,58,31,19,548,9,Illinois,Central,Major Market,Herbal Tea,Mint,Regular
3554,157,145,261,100,39,28,981,10,New York,East,Major Market,Tea,Darjeeling,Decaf
3555,125,118,212,81,34,22,588,11,Missouri,Central,Small Market,Tea,Earl Grey,Decaf
3556,59,90,160,60,50,19,656,12,Iowa,Central,Small Market,Tea,Green Tea,Decaf
3557,191,225,412,162,96,53,1148,2,New York,East,Major Market,Coffee,Amaretto,Regular
3558,171,176,318,122,61,39,801,3,California,West,Major Market,Coffee,Columbian,Regular
3559,326,336,628,253,116,83,1686,5,Missouri,Central,Small Market,Coffee,Decaf Irish Cream,Regular
3560,230,249,531,249,94,69,1775,6,California,West,Major Market,Espresso,Caffe Latte,Regular
3561,326,336,628,253,116,83,1686,8,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
3562,171,176,318,122,61,39,801,9,Nevada,West,Small Market,Espresso,Decaf Espresso,Decaf
3563,230,249,531,249,94,69,1775,11,California,West,Major Market,Espresso,Regular Espresso,Regular
3564,331,370,716,302,147,114,1783,12,Illinois,Central,Major Market,Herbal Tea,Chamomile,Regular
3565,47,43,46,0,11,0,473,6,Iowa,Central,Small Market,Herbal Tea,Lemon,Regular
3566,19,29,51,19,16,5,848,1,Texas,South,Major Market,Herbal Tea,Mint,Regular
3567,10,39,77,33,32,10,1003,2,California,West,Major Market,Tea,Darjeeling,Regular
3568,4,20,37,15,17,4,600,3,Wisconsin,Central,Small Market,Coffee,Amaretto,Regular
3569,27,35,62,23,17,6,803,5,New York,East,Major Market,Coffee,Columbian,Regular
3570,-10,62,113,44,69,40,325,8,New York,East,Major Market,Coffee,Decaf Irish Cream,Decaf
3571,-65,11,123,104,55,32,1574,9,Colorado,Central,Major Market,Espresso,Caffe Latte,Regular
3572,19,52,97,39,39,12,248,11,Colorado,Central,Major Market,Espresso,Caffe Mocha,Regular
3573,-18,30,58,24,42,9,212,12,Florida,East,Major Market,Espresso,Decaf Espresso,Decaf
3574,3,51,97,40,49,15,244,13,Ohio,Central,Major Market,Espresso,Regular Espresso,Regular
3575,40,47,84,32,20,8,837,6,Florida,East,Major Market,Herbal Tea,Chamomile,Decaf
3576,37,83,160,67,58,25,599,2,California,West,Major Market,Herbal Tea,Lemon,Decaf
3577,50,74,145,62,40,19,1059,3,Florida,East,Major Market,Herbal Tea,Mint,Decaf
3578,61,64,115,44,23,12,886,5,Illinois,Central,Major Market,Tea,Darjeeling,Regular
3579,21,30,53,20,16,5,482,8,Massachusetts,East,Major Market,Tea,Earl Grey,Regular
3580,34,43,77,29,20,8,862,9,Nevada,West,Small Market,Tea,Green Tea,Regular
3581,129,150,265,99,63,32,798,11,Massachusetts,East,Major Market,Coffee,Amaretto,Regular
3582,120,134,245,96,53,29,666,12,Florida,East,Major Market,Coffee,Columbian,Regular
3583,9,57,109,45,51,17,409,6,Utah,West,Small Market,Coffee,Decaf Irish Cream,Decaf
3584,42,72,133,53,44,17,410,1,California,West,Major Market,Espresso,Caffe Latte,Regular
3585,43,64,114,43,35,13,424,2,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
3586,-4,74,134,52,77,47,509,3,Florida,East,Major Market,Espresso,Decaf Espresso,Decaf
3587,129,155,330,155,68,43,1280,5,Illinois,Central,Major Market,Espresso,Regular Espresso,Regular
3588,79,94,161,57,41,17,349,8,Missouri,Central,Small Market,Herbal Tea,Chamomile,Decaf
3589,74,75,134,51,25,14,857,9,Texas,South,Major Market,Herbal Tea,Lemon,Decaf
3590,46,67,120,46,36,14,454,11,California,West,Major Market,Herbal Tea,Mint,Decaf
3591,3,87,159,62,85,56,612,12,Texas,South,Major Market,Tea,Darjeeling,Regular
3592,31,43,81,33,22,10,577,6,California,West,Major Market,Tea,Earl Grey,Regular
3593,34,82,159,67,59,25,391,1,Texas,South,Major Market,Tea,Green Tea,Regular
3594,24,130,238,93,114,84,692,2,New York,East,Major Market,Coffee,Amaretto,Regular
3595,86,114,212,85,56,28,555,3,Illinois,Central,Major Market,Coffee,Columbian,Regular
3596,79,99,194,83,46,25,1063,5,Florida,East,Major Market,Coffee,Decaf Irish Cream,Decaf
3597,36,83,160,67,59,25,599,9,Massachusetts,East,Major Market,Espresso,Caffe Latte,Regular
3598,49,74,145,62,41,19,1059,10,California,West,Major Market,Espresso,Caffe Mocha,Regular
3599,61,64,115,44,23,12,886,11,Connecticut,East,Small Market,Espresso,Decaf Espresso,Decaf
3600,25,34,61,23,17,6,809,13,Florida,East,Major Market,Espresso,Regular Espresso,Regular
3601,3,87,159,62,85,56,612,5,Texas,South,Major Market,Herbal Tea,Chamomile,Decaf
3602,34,65,120,48,42,15,380,6,Florida,East,Major Market,Herbal Tea,Lemon,Decaf
3603,135,155,275,103,64,33,1130,2,California,West,Major Market,Herbal Tea,Mint,Decaf
3604,31,43,81,33,22,10,577,8,New York,East,Major Market,Tea,Darjeeling,Regular
3605,36,82,159,67,58,25,391,9,Texas,South,Major Market,Tea,Earl Grey,Regular
3606,79,99,194,83,46,25,1063,10,California,West,Major Market,Tea,Green Tea,Regular
3607,47,52,93,35,20,9,875,11,New York,East,Major Market,Coffee,Amaretto,Regular
3608,73,75,134,51,26,14,857,13,Oklahoma,South,Small Market,Coffee,Columbian,Regular
3609,25,130,238,93,113,84,692,5,Wisconsin,Central,Small Market,Coffee,Decaf Irish Cream,Decaf
3610,86,114,212,85,56,28,555,6,California,West,Major Market,Espresso,Caffe Latte,Regular
3611,128,150,265,99,64,32,798,2,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
3612,120,134,245,96,53,29,666,3,Ohio,Central,Major Market,Espresso,Decaf Espresso,Decaf
3613,9,57,109,45,51,17,409,9,Texas,South,Major Market,Espresso,Regular Espresso,Regular
3614,34,43,77,29,20,8,862,11,Florida,East,Major Market,Herbal Tea,Chamomile,Decaf
3615,19,30,53,20,17,5,482,13,California,West,Major Market,Herbal Tea,Lemon,Decaf
3616,-46,46,104,52,77,47,520,5,California,West,Major Market,Herbal Tea,Mint,Decaf
3617,129,155,330,155,68,43,1280,7,Florida,East,Major Market,Tea,Darjeeling,Regular
3618,690,516,614,60,51,19,-2572,2,Texas,South,Major Market,Tea,Earl Grey,Regular
3619,3,51,97,40,49,15,244,9,Connecticut,East,Small Market,Tea,Green Tea,Regular
3620,18,29,51,19,17,5,848,11,Colorado,Central,Major Market,Coffee,Amaretto,Regular
3621,46,43,46,0,12,0,473,13,Oregon,West,Small Market,Coffee,Columbian,Regular
3622,-10,62,113,44,69,40,325,5,Texas,South,Major Market,Coffee,Decaf Irish Cream,Decaf
3623,-18,30,58,24,42,9,212,7,Massachusetts,East,Major Market,Espresso,Caffe Latte,Regular
3624,49,71,128,49,38,15,315,1,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
3625,50,84,148,55,50,18,453,2,Louisiana,South,Small Market,Espresso,Decaf Espresso,Decaf
3626,137,239,577,302,147,114,1518,9,California,West,Major Market,Espresso,Regular Espresso,Regular
3627,-353,-139,119,251,99,77,3948,10,Florida,East,Major Market,Herbal Tea,Chamomile,Decaf
3628,157,145,261,100,39,28,981,11,California,West,Major Market,Herbal Tea,Lemon,Decaf
3629,197,179,322,123,46,34,928,12,Iowa,Central,Small Market,Herbal Tea,Mint,Decaf
3630,125,118,212,81,34,22,588,13,Ohio,Central,Major Market,Tea,Darjeeling,Regular
3631,-292,-53,72,121,144,110,2932,5,Missouri,Central,Small Market,Tea,Earl Grey,Regular
3632,332,318,604,249,94,69,1286,7,Oklahoma,South,Small Market,Tea,Green Tea,Regular
3633,463,474,842,316,162,110,2580,2,New York,East,Major Market,Coffee,Amaretto,Regular
3634,82,90,169,69,35,22,572,8,New Hampshire,East,Small Market,Coffee,Columbian,Regular
3635,37,83,160,67,58,25,599,9,New York,East,Major Market,Coffee,Decaf Irish Cream,Decaf
3636,68,71,127,48,25,13,834,2,Wisconsin,Central,Small Market,Espresso,Caffe Latte,Regular
3637,74,75,134,51,25,14,857,3,Ohio,Central,Major Market,Espresso,Caffe Mocha,Regular
3638,3,87,159,62,85,56,-613,4,Massachusetts,East,Major Market,Espresso,Decaf Espresso,Decaf
3639,79,94,161,57,41,17,349,5,Illinois,Central,Major Market,Espresso,Regular Espresso,Regular
3640,46,67,120,46,36,14,454,6,California,West,Major Market,Herbal Tea,Chamomile,Decaf
3641,19,29,51,19,16,5,848,8,California,West,Major Market,Herbal Tea,Lemon,Decaf
3642,12,39,77,33,31,10,1003,9,Illinois,Central,Major Market,Herbal Tea,Mint,Decaf
3643,50,84,148,55,50,18,453,2,New York,East,Major Market,Tea,Darjeeling,Regular
3644,-65,11,123,104,55,32,1574,3,Missouri,Central,Small Market,Tea,Earl Grey,Regular
3645,-18,30,58,24,42,9,-412,4,Iowa,Central,Small Market,Tea,Green Tea,Regular
3646,-12,62,113,44,70,40,325,5,New York,East,Major Market,Coffee,Amaretto,Regular
3647,19,52,97,39,39,12,248,6,California,West,Major Market,Coffee,Columbian,Regular
3648,36,82,159,67,58,25,391,8,Missouri,Central,Small Market,Coffee,Decaf Irish Cream,Decaf
3649,24,130,238,93,114,84,692,9,California,West,Major Market,Espresso,Caffe Latte,Regular
3650,70,79,149,61,32,20,579,2,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
3651,34,43,77,29,20,8,862,3,Nevada,West,Small Market,Espresso,Decaf Espresso,Decaf
3652,122,134,245,96,52,29,-1555,4,California,West,Major Market,Espresso,Regular Espresso,Regular
3653,19,30,53,20,17,5,482,5,Florida,East,Major Market,Herbal Tea,Chamomile,Decaf
3654,129,150,265,99,63,32,798,6,California,West,Major Market,Herbal Tea,Lemon,Decaf
3655,40,72,133,53,45,17,410,8,Iowa,Central,Small Market,Herbal Tea,Mint,Decaf
3656,42,64,114,43,36,13,424,9,Ohio,Central,Major Market,Tea,Darjeeling,Regular
3657,292,295,582,251,98,77,1268,2,Missouri,Central,Small Market,Tea,Earl Grey,Regular
3658,62,74,141,58,32,19,548,3,Oklahoma,South,Small Market,Tea,Green Tea,Regular
3659,58,90,160,60,51,19,-718,4,New York,East,Major Market,Coffee,Amaretto,Regular
3660,199,179,322,123,45,34,928,5,New Hampshire,East,Small Market,Coffee,Columbian,Regular
3661,126,118,212,81,33,22,588,6,New York,East,Major Market,Coffee,Decaf Irish Cream,Decaf
3662,-10,62,113,44,69,40,325,11,Wisconsin,Central,Small Market,Espresso,Caffe Latte,Regular
3663,18,52,97,39,40,12,248,12,Ohio,Central,Major Market,Espresso,Caffe Mocha,Regular
3664,-19,30,58,24,43,9,212,13,Massachusetts,East,Major Market,Espresso,Decaf Espresso,Decaf
3665,50,71,128,49,37,15,315,8,Illinois,Central,Major Market,Espresso,Regular Espresso,Regular
3666,50,84,148,55,50,18,453,9,California,West,Major Market,Herbal Tea,Chamomile,Decaf
3667,-67,11,123,104,56,32,1574,10,California,West,Major Market,Herbal Tea,Lemon,Decaf
3668,49,74,145,62,41,19,1059,1,Illinois,Central,Major Market,Herbal Tea,Mint,Decaf
3669,33,65,120,48,43,15,380,2,New York,East,Major Market,Tea,Darjeeling,Regular
3670,36,83,160,67,59,25,599,3,California,West,Major Market,Tea,Earl Grey,Regular
3671,40,47,84,32,20,8,837,4,Florida,East,Major Market,Tea,Green Tea,Regular
3672,83,90,169,69,34,22,572,5,California,West,Major Market,Coffee,Amaretto,Regular
3673,59,64,115,44,24,12,886,6,Iowa,Central,Small Market,Coffee,Columbian,Regular
3674,199,179,322,123,45,34,928,11,Ohio,Central,Major Market,Coffee,Decaf Irish Cream,Decaf
3675,125,118,212,81,34,22,588,12,Missouri,Central,Small Market,Espresso,Caffe Latte,Regular
3676,58,90,160,60,51,19,656,13,Oklahoma,South,Small Market,Espresso,Caffe Mocha,Regular
3677,156,145,261,100,40,28,981,8,New York,East,Major Market,Espresso,Decaf Espresso,Decaf
3678,291,295,582,251,99,77,1268,9,New Hampshire,East,Small Market,Espresso,Regular Espresso,Regular
3679,64,74,141,58,31,19,548,10,New York,East,Major Market,Herbal Tea,Chamomile,Decaf
3680,-110,-13,116,122,61,39,2378,1,Wisconsin,Central,Small Market,Herbal Tea,Lemon,Decaf
3681,465,474,842,316,161,110,2580,2,Ohio,Central,Major Market,Herbal Tea,Mint,Decaf
3682,-178,-24,147,162,96,53,3421,3,Massachusetts,East,Major Market,Tea,Darjeeling,Regular
3683,232,249,531,249,93,69,1775,4,Illinois,Central,Major Market,Tea,Earl Grey,Regular
3684,39,169,309,121,143,110,910,5,California,West,Major Market,Tea,Green Tea,Regular
3685,326,336,628,253,116,83,1686,6,California,West,Major Market,Coffee,Amaretto,Regular
3686,328,336,628,253,115,83,1686,11,Illinois,Central,Major Market,Coffee,Columbian,Regular
3687,232,249,531,249,93,69,1775,12,New York,East,Major Market,Coffee,Decaf Irish Cream,Decaf
3688,-638,-302,20,302,147,114,6413,13,Missouri,Central,Small Market,Espresso,Caffe Latte,Regular
3689,39,169,309,121,143,110,910,8,Iowa,Central,Small Market,Espresso,Caffe Mocha,Regular
3690,191,225,412,162,96,53,1148,9,California,West,Major Market,Espresso,Decaf Espresso,Decaf
3691,171,176,318,122,61,39,801,10,Florida,East,Major Market,Espresso,Regular Espresso,Regular
3692,3,51,97,40,49,15,244,2,California,West,Major Market,Herbal Tea,Chamomile,Decaf
3693,10,39,77,33,32,10,1003,3,Iowa,Central,Small Market,Herbal Tea,Lemon,Decaf
3694,47,43,46,0,11,0,473,4,Ohio,Central,Major Market,Herbal Tea,Mint,Decaf
3695,18,29,51,19,17,5,848,5,Missouri,Central,Small Market,Tea,Darjeeling,Regular
3696,25,35,62,23,18,6,803,6,Oklahoma,South,Small Market,Tea,Earl Grey,Regular
3697,19,30,53,20,17,5,482,11,New York,East,Major Market,Tea,Green Tea,Regular
3698,129,150,265,99,63,32,798,12,New Hampshire,East,Small Market,Coffee,Amaretto,Regular
3699,120,134,245,96,53,29,666,13,New York,East,Major Market,Coffee,Columbian,Regular
3700,25,36,65,25,19,7,823,8,Wisconsin,Central,Small Market,Coffee,Decaf Irish Cream,Decaf
3701,70,79,149,61,32,20,579,9,Ohio,Central,Major Market,Espresso,Caffe Latte,Regular
3702,-4,74,134,52,77,47,509,1,Massachusetts,East,Major Market,Espresso,Caffe Mocha,Regular
3703,27,80,146,57,62,18,469,2,Illinois,Central,Major Market,Espresso,Decaf Espresso,Decaf
3704,42,64,114,43,36,13,424,3,California,West,Major Market,Espresso,Regular Espresso,Regular
3705,9,57,109,45,51,17,409,4,California,West,Major Market,Herbal Tea,Chamomile,Decaf
3706,42,72,133,53,44,17,410,5,Illinois,Central,Major Market,Herbal Tea,Lemon,Decaf
3707,129,155,330,155,68,43,1280,6,New York,East,Major Market,Herbal Tea,Mint,Decaf
3708,80,94,161,57,40,17,349,11,Missouri,Central,Small Market,Tea,Darjeeling,Regular
3709,46,67,120,46,36,14,454,12,California,West,Major Market,Tea,Earl Grey,Regular
3710,3,87,159,62,85,56,612,13,Florida,East,Major Market,Tea,Green Tea,Regular
3711,135,155,275,103,64,33,1130,8,California,West,Major Market,Coffee,Amaretto,Regular
3712,70,71,127,48,24,13,834,9,Iowa,Central,Small Market,Coffee,Columbian,Regular
3713,83,99,178,68,43,21,445,2,Ohio,Central,Major Market,Coffee,Decaf Irish Cream,Decaf
3714,24,130,238,93,114,84,692,3,Missouri,Central,Small Market,Espresso,Caffe Latte,Regular
3715,31,43,81,33,22,10,577,4,Oklahoma,South,Small Market,Espresso,Caffe Mocha,Regular
3716,34,82,159,67,59,25,391,5,New York,East,Major Market,Espresso,Decaf Espresso,Decaf
3717,79,99,194,83,46,25,1063,6,New Hampshire,East,Small Market,Espresso,Regular Espresso,Regular
3718,137,161,343,161,69,45,1267,8,New York,East,Major Market,Herbal Tea,Chamomile,Decaf
3719,-7,71,130,51,76,46,503,9,Wisconsin,Central,Small Market,Herbal Tea,Lemon,Decaf
3720,39,71,131,52,45,17,405,10,Ohio,Central,Major Market,Herbal Tea,Mint,Decaf
3721,19,66,128,54,53,20,404,11,Massachusetts,East,Major Market,Tea,Darjeeling,Regular
3722,40,64,126,54,37,16,1037,12,Illinois,Central,Major Market,Tea,Earl Grey,Regular
3723,110,115,218,90,41,29,572,13,California,West,Major Market,Tea,Green Tea,Regular
3724,117,111,199,76,32,21,580,5,California,West,Major Market,Coffee,Amaretto,Regular
3725,83,110,194,72,54,23,650,6,Illinois,Central,Major Market,Coffee,Columbian,Regular
3726,197,179,322,123,46,34,915,1,New York,East,Major Market,Coffee,Decaf Irish Cream,Decaf
3727,40,51,96,39,24,12,541,2,Missouri,Central,Small Market,Espresso,Caffe Latte,Regular
3728,172,157,282,108,41,30,971,3,Iowa,Central,Small Market,Espresso,Caffe Mocha,Regular
3729,197,179,322,123,46,34,915,8,New York,East,Major Market,Espresso,Decaf Espresso,Decaf
3730,40,51,96,39,24,12,541,9,California,West,Major Market,Espresso,Regular Espresso,Regular
3731,172,157,282,108,41,30,971,10,California,West,Major Market,Herbal Tea,Chamomile,Decaf
3732,116,111,199,76,33,21,580,11,Florida,East,Major Market,Herbal Tea,Lemon,Decaf
3733,82,110,194,72,55,23,650,12,California,West,Major Market,Herbal Tea,Mint,Decaf
3734,332,341,637,257,117,84,1662,5,Iowa,Central,Small Market,Tea,Darjeeling,Regular
3735,221,239,509,239,90,66,1755,6,Ohio,Central,Major Market,Tea,Earl Grey,Regular
3736,178,213,391,154,93,50,1132,2,Missouri,Central,Small Market,Tea,Green Tea,Regular
3737,171,176,318,122,61,39,789,3,Oklahoma,South,Small Market,Coffee,Amaretto,Regular
3738,332,341,637,257,117,84,1662,8,New York,East,Major Market,Coffee,Columbian,Regular
3739,169,176,318,122,62,39,789,9,New Hampshire,East,Small Market,Coffee,Decaf Irish Cream,Decaf
3740,221,239,509,239,90,66,1755,11,New York,East,Major Market,Espresso,Caffe Latte,Regular
3741,272,312,604,255,129,96,1756,12,Wisconsin,Central,Small Market,Espresso,Caffe Mocha,Regular
3742,27,35,62,23,17,6,800,5,Ohio,Central,Major Market,Espresso,Decaf Espresso,Decaf
3743,46,43,46,0,12,0,430,6,Massachusetts,East,Major Market,Espresso,Regular Espresso,Regular
3744,22,31,55,21,16,5,846,1,Illinois,Central,Major Market,Herbal Tea,Chamomile,Decaf
3745,10,37,72,31,30,9,1000,2,California,West,Major Market,Herbal Tea,Lemon,Decaf
3746,-3,13,25,10,15,3,598,3,California,West,Major Market,Herbal Tea,Mint,Decaf
3747,-9,64,116,45,70,41,320,8,Illinois,Central,Major Market,Tea,Darjeeling,Regular
3748,-39,23,116,86,49,26,1698,9,New York,East,Major Market,Tea,Earl Grey,Regular
3749,19,53,98,39,40,12,244,11,Missouri,Central,Small Market,Tea,Green Tea,Regular
3750,-16,31,60,25,42,9,209,12,Iowa,Central,Small Market,Espresso,Caffe Latte,Regular
3751,-4,43,82,34,46,12,240,13,New York,East,Major Market,Espresso,Caffe Mocha,Decaf
3752,53,59,106,40,23,11,881,5,California,West,Major Market,Herbal Tea,Decaf Espresso,Regular
3753,42,47,84,32,19,8,833,6,Florida,East,Major Market,Herbal Tea,Regular Espresso,Decaf
3754,52,98,189,79,63,30,593,2,California,West,Major Market,Herbal Tea,Chamomile,Decaf
3755,52,77,151,65,42,20,1053,3,Iowa,Central,Small Market,Tea,Lemon,Decaf
3756,24,32,56,21,16,5,480,8,Ohio,Central,Major Market,Tea,Mint,Regular
3757,30,39,70,27,19,7,859,9,Missouri,Central,Small Market,Tea,Darjeeling,Regular
3758,96,123,218,82,58,27,788,11,Oklahoma,South,Small Market,Coffee,Earl Grey,Regular
3759,113,127,232,91,51,28,656,12,New York,East,Major Market,Coffee,Green Tea,Regular
3760,137,161,343,161,69,45,1267,5,New Hampshire,East,Small Market,Coffee,Amaretto,Regular
3761,18,66,128,54,54,20,404,6,New York,East,Major Market,Espresso,Columbian,Decaf
